788,76
567,681
595,330
30,36
254,279
276,932
871,71
146,765
646,381
562,727
204,489
859,735
172,479
23,698
183,55
651,130
618,455
294,97
202,423
363,38
661,478
971,297
102,338
632,228
773,68
289,980
373,491
627,540
610,774
218,537
198,767
912,453
847,43
840,235
844,429
765,514
922,695
763,265
918,597
791,548
40,542
830,875
19,33
426,765
78,52
598,394
170,633
839,161
781,665
863,128
218,224
718,885
699,291
49,766
70,223
713,579
873,782
394,157
243,490
580,31
192,668
693,62
704,203
649,893
688,252
833,759
375,927
867,601
741,238
443,178
36,139
515,102
363,436
816,597
524,328
664,455
233,692
624,770
309,466
582,904
144,181
110,791
535,81
602,532
885,326
129,903
559,371
393,191
320,161
851,931
883,814
201,24
654,678
982,12
108,508
387,481
418,755
78,829
234,24
493,457
702,620
895,586
143,918
165,813
589,360
767,577
637,171
468,328
491,938
644,298
747,719
547,840
356,305
824,722
303,943
91,161
288,679
350,504
1,441
808,140
149,778
740,640
233,672
920,132
156,821
4,304
10,83
748,987
306,418
873,398
177,132
596,614
697,19
801,615
971,260
478,91
469,490
551,704
656,174
718,301
137,495
135,937
651,20
78,62
542,802
469,731
42,935
880,762
519,335
320,762
878,183
516,595
642,766
77,904
932,594
880,573
83,733
380,810
922,308
470,645
722,278
911,951
306,879
382,404
107,978
482,541
861,631
951,74
783,310
94,792
203,829
541,674
790,201
857,627
316,561
878,544
860,393
438,82
909,500
362,676
943,184
273,330
150,602
982,650
201,380
874,474
889,616
825,285
576,755
406,978
10,778
701,547
318,172
162,916
959,365
19,628
648,557
686,976
807,928
953,579
836,292
79,549
429,833
836,358
556,234
448,45
521,455
932,656
316,494
557,27
207,778
970,397
145,304
479,640
919,372
318,400
471,794
464,320
107,738
253,278
307,267
278,716
67,771
557,285
464,598
997,316
846,679
595,482
456,730
622,309
749,20
89,312
205,829
879,797
460,658
46,369
432,575
277,608
135,331
685,934
816,216
841,591
149,240
748,615
649,478
909,461
347,505
276,272
709,164
65,982
763,611
804,254
512,281
561,509
753,983
921,840
935,838
575,683
436,647
324,727
431,34
251,394
116,537
815,317
736,413
759,942
102,374
174,557
960,723
541,718
974,196
472,92
484,604
499,600
872,575
195,518
881,973
144,715
832,260
483,605
412,927
596,163
528,490
913,458
264,271
919,804
66,505
496,726
838,323
469,210
599,852
7,116
829,472
814,487
625,911
302,683
790,69
312,694
788,717
56,593
128,651
611,268
906,529
188,290
212,129
188,965
699,820
340,340
384,564
536,539
417,313
933,477
181,364
748,572
145,423
699,797
5,265
84,626
83,45
105,381
807,252
547,159
489,884
736,60
99,658
626,435
316,666
551,498
743,32
154,34
777,413
884,206
525,24
635,390
209,638
223,654
480,433
518,215
649,748
81,154
287,804
618,601
467,170
723,785
851,398
297,18
256,706
114,195
321,179
81,464
936,411
243,807
429,459
100,519
682,853
859,560
977,219
106,116
856,955
756,52
730,681
865,439
610,748
969,669
744,657
385,456
179,263
629,37
405,326
809,277
204,496
764,927
19,556
770,661
583,833
47,574
858,658
676,760
471,572
340,203
976,406
702,390
46,236
882,465
934,535
226,915
568,148
179,370
827,444
69,126
76,357
917,288
642,716
183,345
802,391
771,529
35,231
354,334
981,426
558,40
61,20
92,511
319,455
16,810
274,761
124,385
776,712
431,617
862,775
789,96
702,141
428,864
182,651
229,438
603,958
519,412
124,193
455,762
983,443
419,427
227,183
257,718
768,909
710,515
378,592
447,874
799,461
163,598
210,247
106,881
761,535
928,277
31,631
367,990
684,399
831,694
228,465
728,409
879,797
225,242
620,947
80,210
728,615
203,818
137,20
408,228
296,44
478,698
566,884
632,675
100,959
927,523
818,996
128,989
725,400
593,353
335,200
285,797
176,855
952,187
793,248
876,699
1,736
358,892
217,917
107,33
242,872
902,0
6,93
959,652
222,63
341,414
110,738
849,267
29,726
400,666
796,355
673,845
300,469
464,2
17,672
47,122
569,970
634,223
386,555
890,322
43,914
177,941
161,792
561,758
86,814
653,589
427,274
415,137
123,516
341,325
905,273
12,988
942,819
200,733
394,974
181,882
548,145
240,61
897,137
822,759
858,430
67,579
900,822
620,962
500,444
365,528
115,346
813,338
898,565
263,44
211,290
791,69
656,613
839,392
747,169
566,745
959,744
506,817
524,574
93,537
348,556
668,328
70,976
16,262
762,473
814,776
810,114
656,524
183,246
178,655
761,864
966,95
564,853
205,158
259,746
728,218
979,396
298,145
311,790
496,476
96,653
787,875
650,290
649,497
135,782
581,496
478,108
459,802
459,293
749,589
171,574
244,739
802,832
113,234
936,672
539,608
966,485
28,440
514,222
709,728
455,306
688,42
566,921
556,452
170,492
667,544
276,703
336,843
745,190
919,779
57,603
998,18
559,225
135,647
985,451
646,970
732,120
153,673
730,42
963,9
675,665
136,561
283,81
766,833
872,968
350,471
786,128
995,651
617,312
657,262
79,984
133,683
362,415
323,519
385,406
495,865
197,653
302,782
727,850
864,533
716,609
971,51
233,963
682,428
210,861
155,263
509,880
357,388
671,274
409,178
613,993
301,693
578,197
710,815
3,749
971,155
812,842
137,330
24,216
544,673
341,847
630,51
105,587
858,176
492,478
644,162
868,560
879,572
740,157
352,426
787,517
290,578
946,86
82,176
841,750
757,66
881,488
814,763
869,538
40,880
696,636
927,556
973,749
396,904
719,176
823,593
360,794
680,541
601,431
741,982
481,165
98,647
339,306
822,185
183,494
855,409
189,132
460,410
867,77
814,613
792,279
95,402
314,41
867,238
114,672
824,98
932,912
904,339
958,393
665,754
654,145
169,738
859,380
870,346
636,299
307,131
178,915
403,285
169,948
578,831
47,921
612,742
974,45
578,518
650,358
135,165
112,466
300,63
978,909
318,890
306,660
488,670
821,945
743,119
370,856
106,367
250,274
9,883
